timestamp,machine_id,temp,vibration,pressure,risk,health_score
2026-09-06 23:56:00,M3,86.0,0.95,42.0,51.0,49.0
2026-09-06 23:56:00,M2,61.0,0.22,30.0,2.0,98.0
2026-09-06 23:56:00,M1,90.0,1.2,45.0,58.0,42.0
2026-09-06 23:57:00,M4,55.0,0.15,27.0,0.0,100.0
2026-09-06 23:57:00,M5,96.0,1.3,47.0,80.0,20.0
2026-09-06 23:57:00,M6,68.0,0.38,31.0,6.0,94.0
2026-09-06 23:57:00,M7,78.0,0.65,37.0,22.0,78.0
2026-09-06 23:57:00,M8,58.0,0.2,29.0,0.0,100.0
2026-09-06 23:57:00,M2,61.0,0.22,30.0,2.0,98.0
2026-09-06 23:57:00,M3,86.0,0.95,42.0,51.0,49.0
2026-09-06 23:57:00,M1,90.0,1.2,45.0,58.0,42.0
2026-09-06 23:58:00,M5,96.0,1.3,47.0,80.0,20.0
2026-09-06 23:58:00,M8,58.0,0.2,29.0,0.0,100.0
2026-09-06 23:58:00,M7,78.0,0.65,37.0,22.0,78.0
2026-09-06 23:58:00,M6,68.0,0.38,31.0,6.0,94.0
2026-09-06 23:58:00,M4,55.0,0.15,27.0,0.0,100.0
2026-09-06 23:58:00,M3,86.0,0.95,42.0,51.0,49.0
2026-09-06 23:58:00,M2,61.0,0.22,30.0,2.0,98.0
2026-09-06 23:58:00,M1,90.0,1.2,45.0,58.0,42.0
2026-09-06 23:59:00,M2,61.0,0.22,30.0,2.0,98.0
2026-09-06 23:59:00,M3,86.0,0.95,42.0,51.0,49.0
2026-09-06 23:59:00,M9,71.3,0.5,31.5,2.6,95.0
2026-09-06 23:59:00,M1,90.0,1.2,45.0,58.0,42.0
2026-09-06 23:59:00,M4,55.0,0.15,27.0,0.0,100.0
2026-09-06 23:59:00,M8,58.0,0.2,29.0,0.0,100.0
2026-09-06 23:59:00,M7,78.0,0.65,37.0,22.0,78.0
2026-09-06 23:59:00,M6,68.0,0.38,31.0,6.0,94.0
2026-09-06 23:59:00,M5,96.0,1.3,47.0,80.0,20.0
2026-09-07 00:00:00,M8,58.0,0.2,29.0,0.0,100.0
2026-09-07 00:00:00,M5,96.0,1.3,47.0,80.0,20.0
2026-09-07 00:00:00,M4,55.0,0.15,27.0,0.0,100.0
2026-09-07 00:00:00,M3,86.0,0.95,42.0,51.0,49.0
2026-09-07 00:00:00,M2,61.0,0.22,30.0,2.0,98.0
2026-09-07 00:00:00,M1,90.0,1.2,45.0,58.0,42.0
2026-09-07 00:00:00,M6,68.0,0.38,31.0,6.0,94.0
2026-09-07 00:00:00,M7,78.0,0.65,37.0,22.0,78.0
2026-09-07 00:01:00,M4,55.0,0.15,27.0,0.0,100.0
2026-09-07 00:01:00,M7,78.0,0.65,37.0,22.0,78.0
2026-09-07 00:01:00,M6,68.0,0.38,31.0,6.0,94.0
2026-09-07 00:01:00,M5,96.0,1.3,47.0,80.0,20.0
2026-09-07 00:01:00,M3,86.0,0.95,42.0,51.0,49.0
2026-09-07 00:01:00,M2,61.0,0.22,30.0,2.0,98.0
2026-09-07 00:01:00,M1,90.0,1.2,45.0,58.0,42.0
2026-09-07 00:01:00,M8,58.0,0.2,29.0,0.0,100.0
2026-09-07 00:04:00,M9,72.8,0.5,31.5,1.1,94.8
